Exercício do empenho,Órgão programa de trabalho,Código do favorecido,Favorecido,Descrição da natureza da despesa,Valor empenhado,Valor liquidado
2023,16,28126142000119.0,ASSOC DE MORADORES DAS MORADAS DO IMPERIO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",313625.0,191750.0
2023,16,5683369000160.0,MULHERES PRO MELHORAMENTO DA ROUPA SUJA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",313625.0,176161.7
2023,16,30122758000163.0,GRUPO COMUNITARIO CRECHE BERCARIO NOVA JERUSALEM,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",313625.0,191750.0
2023,16,29274131000149.0,LAR PAULO DE TARSO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",310786.66000000003,224986.66
2023,16,40265613000175.0,ASSOCIACAO METODISTA DE ACAO SOCIAL DE IRAJA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",306973.33,143173.33000000002
2023,16,3465953000202.0,ASSOCIACAO CENTRO EDUCACIONAL REBRAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",306973.33,143173.33000000002
2023,16,148879000113.0,ESCOLA COMUNITARIA DO CANTAGALO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",301080.0,184080.0
2023,16,29270428000136.0,GRUPO COMUNITARIO MARIA MARIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",301080.0,184080.0
2023,16,34030585000104.0,OBRA SOCIAL CRISTO REDENTOR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",301080.0,184080.0
2022,16,35551148000107.0,ASSOCIACAO RECREATIVA MUNDO MAGICO DA TIA NATY,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",296400.0,296400.0
2023,16,19701694000112.0,PROVIDENCIANDO A FAVOR DA VIDA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",295750.0,165597.9
2023,16,39748083000137.0,CRECHE COMUNITARIA ANA&LU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",295750.0,136500.0
2023,16,5925069000140.0,OBRAS DE ASSISTENCIA SOCIAL ESPERANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",293128.33,212203.33000000002
2023,16,5492399000199.0,CENTRO CULTURAL RISCO E RABISCO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",292716.67,178966.66999999998
2023,16,42602108000102.0,CRECHE COMUNITARIA SOL DO SABER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",292716.67,178966.66999999998
2023,16,31415839000114.0,JARDIM ESCOLA ERNESTO FAGUNDES VARELA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",292716.67,178966.66999999998
2023,16,29061900000120.0,SOC.INDEPENDENTE DE CULT.E APREND.DE MANGUINHOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",292716.67,178966.66999999998
2023,16,73791337000138.0,GRUPO COMUNITARIO CRECHE ESCOLA TIA MAURA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",292716.66000000003,178966.66
2023,16,39523831000183.0,CRECHE MARQUES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",292500.0,195000.0
2023,16,40099366000184.0,CRECHE COMUNITARIA JARDIM DO CONHECIMENTO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",292500.0,194675.0
2022,16,30484877000166.0,GRUPO ESPIRITA OBREIROS DA VIDA ETERNA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",289488.33999999997,289488.33999999997
2022,16,39629136000109.0,CRECHE ESCOLA OTACILIO BATISTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",288600.0,288600.0
2022,16,42313700000186.0,VENERAVEL IRMANDADE DE SAO BENEDITO DE PILARES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",287300.0,287300.0
2023,16,39489761000194.0,CRECHE COMUNITARIA AQUARELA DO SABER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",286065.0,203190.0
2023,16,42224585000173.0,CRECHE COMUNITARIA ESTRELINHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",285068.33,149543.33000000002
2023,16,5858555000192.0,INSTITUTO BRASILEIRO DE ACOES PESQUISAS E ESTUDOS SOCIAIS IBRAPES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",284672.92000000004,176410.0
2023,16,29295718000134.0,CENTRO EDUCACIONAL CRESCENDO E APRENDENDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",282533.33,204533.33000000002
2023,16,42028428000192.0,CASA CARITATIVA SAO VICENTE DE PAULO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",280171.67,156671.77000000002
2023,16,34054148000120.0,CASA DO POBRE DE N S DE COPACABANA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",279001.66000000003,201976.66
2023,16,8103421000150.0,FUNDACAO CASA DA JOANINHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",274083.33,113251.66
2023,16,5575736000101.0,NUCLEO DE ASSISTENCIA SOCIAL CULTURAL EDUCACIONAL ECOLOGICODA ROCINHA NASCEER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",272675.0,140573.33
2023,16,30127625000180.0,CENTRO SOCIAL E AI COMO E QUE FICA?,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",271808.33,166183.33000000002
2023,16,30119770000119.0,GRUPO COMUNITARIO MORRO DA ALEGRIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",271808.33,166183.33000000002
2023,16,39374114000137.0,CRECHE COMUNITARIA PLANETA BEBE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",269100.0,179400.0
2023,16,40083026000165.0,CRECHE COMUNITARIA ESTRELA DO AMANHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",269100.0,179400.0
2023,16,36266202000127.0,CENTRO COMUNITARIO FLOR DO AMANHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",268125.0,123635.42
2023,16,32154197000100.0,CRECHE COMUNITARIA DOIS IRMAOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",264875.0,182000.0
2023,16,46018442000166.0,ASSOCIACAO COMUNITARIA EDUCACIONAL FLORESCER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",260325.0,78000.0
2023,16,407096000107.0,CENTRO COMUNITARIO LAUREANO TOLEDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",257638.33000000002,120163.33
2022,16,42418930000100.0,CRECHE COMUNITARIA ASSOCIACAO SILVANA SILVA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",257551.05,257551.05
2023,16,28019248000113.0,CENTRO COMUNITARIO ALEGRIA DAS CRIANCAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",254280.0,184080.0
2022,16,34100438000163.0,EDUCANDARIO NOSSA SENHORA DE NAZARE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",252351.49,252351.49
2023,16,1097940000103.0,PRIMEIRA IGREJA BATISTA DO ALTO DA BOA VISTAI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",250900.0,153400.0
2023,16,46940959000108.0,ESPACO CRIATIVO CASTELINHO RINALDI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",250250.0,143000.0
2022,16,28483476000140.0,CENTRO EDUCACIONAL PROMESSA DE DEUS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",243100.0,243100.0
2023,16,35717309000181.0,CRECHE GIZ COLORIDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",242536.66999999998,148286.66999999998
2022,16,43677983000108.0,ASSOCIACAO RECREATIVA MONIZ BARRETO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",242450.0,242450.0
2023,16,29259850000190.0,OBRAS SOCIAIS UNIDAS DE SANTA MARTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",237900.0,140400.0
2022,16,33485939000142.0,FUNDACAO ATAULFO DE PAIVA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",234476.34,234476.34
2023,16,74032871000719.0,ASSOCIACAO PALOTINA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",229558.33000000002,166183.33000000002
2023,16,46496997000113.0,INSTITUTO EDUCACIONAL DIVA ALVES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",222300.0,98800.0
2022,16,46263063000131.0,CRECHE COMUNITARIA CANTINHO DO SABER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",220480.0,220480.0
2022,16,45509172000123.0,CRECHE COMUNITARIA CRIANCA FELIZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",220003.33,220003.33
2023,16,46979104000190.0,CRECHE COMUNITARIA DOCE INFANCIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",218400.0,83850.0
2022,16,28148778000161.0,MASSIMO OBRAS E SERVICOS EIRELI,"AMPLIACAO, RECONSTRUCAO E REFORMAS",215607.4,215607.4
2023,16,34056630000108.0,CRUZADA PELA INFANCIA DO LEME,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",211900.0,153400.0
2023,16,35551148000107.0,ASSOCIACAO RECREATIVA MUNDO MAGICO DA TIA NATY,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",211185.0,48576.67
2023,16,34113035000159.0,CENTRO COMUNITARIO IRMAOS KENNEDY,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",210600.0,91519.99
2023,16,2287214000116.0,INSTITUTO TRILHO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",209083.33000000002,127833.33
2023,16,30126791000161.0,CRECHE PRE ESCOLA COM DO 199 PINGO GENTE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",209083.33000000002,127833.33
2022,16,33784406000161.0,CASA DE JACIRA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",202800.0,202800.0
2023,16,27797166000137.0,ASSOCIACAO DE MORADORES DO CONJUNTO DE PEDRO I E ADJACENCIAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",197568.97999999998,92256.67
2023,16,30478267000150.0,FRATERNIDADE ASSISTENCIAL CRISTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",196538.33000000002,120163.33
2023,16,809803000191.0,GUARD ANGEL VIGILANCIA EIRELI,SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA,196186.54,71341.0
2022,16,809803000191.0,GUARD ANGEL VIGILANCIA EIRELI,SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA,191452.8,190306.19
2023,16,33585407000187.0,SOCIEDADE CIVIL DE ASSISTENCIA A MENORES CASA DA DINDA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",188175.0,115050.0
2023,16,30484877000166.0,GRUPO ESPIRITA OBREIROS DA VIDA ETERNA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",185458.41,75719.57
2023,16,34703994000124.0,ASSOCIACAO EDUCACIONAL PATINHO ESTUDIOSO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",178750.0,95290.0
2023,16,43677983000108.0,ASSOCIACAO RECREATIVA MONIZ BARRETO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",178750.0,65000.0
2023,16,42136531000156.0,CREI - CENTRO DE RECUPERACAO INFANTIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",176583.33000000002,127833.33
2023,16,34031807000103.0,CENTRO ESPIRITA CRISTOFILOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",176583.33000000002,127833.33
2023,16,46162571000123.0,CRECHE COMUNITARIA PEDACINHO DE CEU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",175500.0,74696.67
2022,16,5575736000101.0,NUCLEO DE ASSISTENCIA SOCIAL CULTURAL EDUCACIONAL ECOLOGICODA ROCINHA NASCEER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",174200.0,174200.0
2023,16,46908357000173.0,ESPACO CRIATIVO SALOMAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",159250.0,74880.0
2023,16,31660004000120.0,ASSOCIACAO DE MORADORES TIJUACU - AMOTI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",158925.0,26325.0
2023,16,30022057000152.0,CASA DE FRANCISCO DE ASSIS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",138698.45,99698.45
2023,16,42418930000100.0,CRECHE COMUNITARIA ASSOCIACAO SILVANA SILVA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",130671.67,64653.33
2023,16,28483476000140.0,CENTRO EDUCACIONAL PROMESSA DE DEUS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",128700.0,57200.0
2022,16,33593575011230.0,MITRA ARQUIEPISCOPAL DO RIO DE JANEIRO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",125666.67,125666.67
2023,16,47609202000107.0,ASSOSSIACAO CENTRO EDUCACIONAL DANIELE LIMA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",125125.0,68250.0
2022,16,18784.0,Creche Municipal Visconde de Sabugosa,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",123000.0,123000.0
2023,16,42313700000186.0,VENERAVEL IRMANDADE DE SAO BENEDITO DE PILARES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",121550.0,66256.68
2023,16,46263063000131.0,CRECHE COMUNITARIA CANTINHO DO SABER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",117000.0,43290.0
2023,16,45509172000123.0,CRECHE COMUNITARIA CRIANCA FELIZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",117000.0,44879.66
2022,16,18755.0,Creche Municipal Sempre Vida Dique,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",112000.0,112000.0
2023,16,23900647000175.0,APEC SOLUCOES E SERVICOS LTDA.,"AMPLIACAO, RECONSTRUCAO E REFORMAS",109422.77,0.0
2023,16,34100438000163.0,EDUCANDARIO NOSSA SENHORA DE NAZARE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",107250.0,58500.0
2023,16,33784406000161.0,CASA DE JACIRA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",100360.0,61360.0
2022,16,39764.0,Creche Municipal Ari Pimentel,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,22212251000172.0,CRECHE E PRE ESCOLA NOVA JERUSALEM,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,18666.0,Creche Municipal Chico Bento,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,7501534000140.0,CRECHE E ESCOLA COMUNITARIA GENTE INOCENTE,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,22212251000253.0,CRECHE E PRE ESCOLA NOVA JERUSALEM,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,18720.0,Creche Municipal Maria Altamira C. Olegário,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,18778.0,Creche Municipal Tio Mário,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,50487213734.0,ULISSES DA COSTA FARIA,BENS IMOVEIS - LOCACAO PESSOA FISICA,99680.0,98880.0
2022,16,18729.0,Creche Municipal Mussum - O Trapalhão,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,98000.0,98000.0
2022,16,18667.0,Creche Municipal Chico Mendes,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,1149568000131.0,CRECHE ESCOLA MIMI,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,90625.0,90625.0
2022,16,18679.0,Creche Municipal Doutor Antônio Monteiro,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",89400.0,89400.0
2022,16,18758.0,Creche Municipal Sempre Vida Loreto,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",89400.0,89400.0
2022,16,18721.0,Creche Municipal Maria Arminda F. Souza Aguiar,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",89400.0,89400.0
2022,16,18669.0,Creche Municipal Cora Coralina,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",89400.0,89400.0
2022,16,41788.0,Creche Municipal Tauá,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",89400.0,89400.0
2022,16,68824150000153.0,CRECHE COMUNITARIA MUNDO ENCANTADO DA CRIANCA,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,87375.0,87375.0
2022,16,18717.0,Creche Municipal Mané Garrincha I,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",85000.0,85000.0
2022,16,23844334000147.0,CEC DA CRECHE MUNICIPAL MARIA DA CONCEICAO SILVEIRA DE CARVALHO,DESPESAS VINCULADAS AO PDDE  - PROGRAMA DINHEIRO DIRETO NA ESCOLA,81820.0,81820.0
2022,16,11429080000111.0,CRECHE COMUNITARIA DEUS E FIEL,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,80086.5,80086.5
2023,16,39629136000109.0,CRECHE ESCOLA OTACILIO BATISTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",77561.24,47298.33
2022,16,18620.0,Creche Municipal Manguinhos,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",73000.0,73000.0
2022,16,73306300000177.0,CRECHE CASULO AGOSTINHO,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,70576.11,70576.11
2022,16,73563637000160.0,CRECHE NOSSO LAR,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,69225.0,69225.0
2022,16,18707.0,Creche Municipal Josué de Castro,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",60000.0,60000.0
2022,16,18697.0,Creche Municipal Herbert de Souza - Betinho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",55000.0,55000.0
2022,16,18772.0,Creche Municipal Tia Elza,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,18764.0,Creche Municipal Silveirinha,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,18681.0,Creche Municipal Dramaturgo Alfredo de Freitas Dias Gomes,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,19118.0,Creche Municipal Fazenda Coqueiros II,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,19119.0,Creche Municipal Vila União da Paz,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,41614.0,Creche Municipal Professora Regina Maria da Matta Montezano,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,18664.0,Creche Municipal Célia Alencar,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,18780.0,Creche Municipal Vila Kennedy,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,18708.0,Creche Municipal Julinho Cacau,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,18783.0,Creche Municipal Vila Progresso,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
2022,16,18726.0,Creche Municipal Meimei,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",54000.0,54000.0
